1,16.44,26.2,3.31,59.0
2,16.44,26.2,3.31,164.0
3,16.44,26.2,3.31,154.0
4,16.44,26.2,3.31,204.0
5,16.44,26.2,3.31,-1.0
6,16.44,26.2,3.31,-1.0
7,16.44,26.2,3.31,110.0
8,16.44,26.2,3.31,-1.0
1,12.64,-28.57,2.76,58.0
2,12.64,-28.57,2.76,168.0
3,12.64,-28.57,2.76,-1.0
4,12.64,-28.57,2.76,-1.0
5,12.64,-28.57,2.76,-1.0
6,12.64,-28.57,2.76,-1.0
7,12.64,-28.57,2.76,106.0
8,12.64,-28.57,2.76,-1.0
1,19.18,23.63,3.64,-1.0
2,19.18,23.63,3.64,162.0
3,19.18,23.63,3.64,157.0
4,19.18,23.63,3.64,-1.0
5,19.18,23.63,3.64,-1.0
6,19.18,23.63,3.64,-1.0
7,19.18,23.63,3.64,-1.0
8,19.18,23.63,3.64,-1.0
1,18.5,24.26,3.72,-1.0
2,18.5,24.26,3.72,162.0
3,18.5,24.26,3.72,150.0
4,18.5,24.26,3.72,-1.0
5,18.5,24.26,3.72,-1.0
6,18.5,24.26,3.72,-1.0
7,18.5,24.26,3.72,105.0
8,18.5,24.26,3.72,-1.0
1,19.34,24.01,3.16,-1.0
2,19.34,24.01,3.16,159.0
3,19.34,24.01,3.16,-1.0
4,19.34,24.01,3.16,-1.0
5,19.34,24.01,3.16,-1.0
6,19.34,24.01,3.16,-1.0
7,19.34,24.01,3.16,-1.0
8,19.34,24.01,3.16,-1.0
1,-1,-1,-1,-1.0
2,-1,-1,-1,-1.0
3,-1,-1,-1,-1.0
4,-1,-1,-1,-1.0
5,-1,-1,-1,-1.0
6,-1,-1,-1,-1.0
7,-1,-1,-1,-1.0
8,-1,-1,-1,-1.0
1,-2.15,-17.29,5.25,-1.0
2,-2.15,-17.29,5.25,-1.0
3,-2.15,-17.29,5.25,-1.0
4,-2.15,-17.29,5.25,-1.0
5,-2.15,-17.29,5.25,-1.0
6,-2.15,-17.29,5.25,-1.0
7,-2.15,-17.29,5.25,-1.0
8,-2.15,-17.29,5.25,-1.0
1,-3.66,-25.23,6.3,-1.0
2,-3.66,-25.23,6.3,-1.0
3,-3.66,-25.23,6.3,-1.0
4,-3.66,-25.23,6.3,-1.0
5,-3.66,-25.23,6.3,-1.0
6,-3.66,-25.23,6.3,-1.0
7,-3.66,-25.23,6.3,95.0
8,-3.66,-25.23,6.3,-1.0
1,9.84,25.52,5.56,-1.0
2,9.84,25.52,5.56,167.0
3,9.84,25.52,5.56,-1.0
4,9.84,25.52,5.56,-1.0
5,9.84,25.52,5.56,-1.0
6,9.84,25.52,5.56,-1.0
7,9.84,25.52,5.56,-1.0
8,9.84,25.52,5.56,-1.0
1,8.69,28.88,5.41,-1.0
2,8.69,28.88,5.41,-1.0
3,8.69,28.88,5.41,-1.0
4,8.69,28.88,5.41,-1.0
5,8.69,28.88,5.41,-1.0
6,8.69,28.88,5.41,-1.0
7,8.69,28.88,5.41,-1.0
8,8.69,28.88,5.41,-1.0
1,7.95,27.93,4.62,49.0
2,7.95,27.93,4.62,163.0
3,7.95,27.93,4.62,149.0
4,7.95,27.93,4.62,187.0
5,7.95,27.93,4.62,194.0
6,7.95,27.93,4.62,-1.0
7,7.95,27.93,4.62,101.0
8,7.95,27.93,4.62,-1.0
1,9.98,25.75,5.33,54.0
2,9.98,25.75,5.33,165.0
3,9.98,25.75,5.33,152.0
4,9.98,25.75,5.33,186.0
5,9.98,25.75,5.33,-1.0
6,9.98,25.75,5.33,-1.0
7,9.98,25.75,5.33,100.0
8,9.98,25.75,5.33,-1.0
1,8.98,27.09,4.61,47.0
2,8.98,27.09,4.61,161.0
3,8.98,27.09,4.61,-1.0
4,8.98,27.09,4.61,-1.0
5,8.98,27.09,4.61,188.0
6,8.98,27.09,4.61,-1.0
7,8.98,27.09,4.61,98.0
8,8.98,27.09,4.61,-1.0
1,7.41,30.65,3.3,-1.0
2,7.41,30.65,3.3,162.0
3,7.41,30.65,3.3,148.0
4,7.41,30.65,3.3,183.0
5,7.41,30.65,3.3,-1.0
6,7.41,30.65,3.3,-1.0
7,7.41,30.65,3.3,93.0
8,7.41,30.65,3.3,-1.0
1,8.33,26.22,4.17,-1.0
2,8.33,26.22,4.17,166.0
3,8.33,26.22,4.17,-1.0
4,8.33,26.22,4.17,185.0
5,8.33,26.22,4.17,189.0
6,8.33,26.22,4.17,-1.0
7,8.33,26.22,4.17,95.0
8,8.33,26.22,4.17,-1.0
1,8.6,25.5,4.02,-1.0
2,8.6,25.5,4.02,161.0
3,8.6,25.5,4.02,147.0
4,8.6,25.5,4.02,187.0
5,8.6,25.5,4.02,194.0
6,8.6,25.5,4.02,91.0
7,8.6,25.5,4.02,96.0
8,8.6,25.5,4.02,-1.0
1,10.55,23.62,3.35,48.0
2,10.55,23.62,3.35,164.0
3,10.55,23.62,3.35,148.0
4,10.55,23.62,3.35,185.0
5,10.55,23.62,3.35,-1.0
6,10.55,23.62,3.35,94.0
7,10.55,23.62,3.35,98.0
8,10.55,23.62,3.35,-1.0
1,12.28,22.88,2.57,60.0
2,12.28,22.88,2.57,164.0
3,12.28,22.88,2.57,149.0
4,12.28,22.88,2.57,186.0
5,12.28,22.88,2.57,189.0
6,12.28,22.88,2.57,-1.0
7,12.28,22.88,2.57,96.0
8,12.28,22.88,2.57,-1.0
1,14.08,22.58,1.78,-1.0
2,14.08,22.58,1.78,-1.0
3,14.08,22.58,1.78,-1.0
4,14.08,22.58,1.78,-1.0
5,14.08,22.58,1.78,-1.0
6,14.08,22.58,1.78,-1.0
7,14.08,22.58,1.78,99.0
8,14.08,22.58,1.78,-1.0
1,14.08,23.25,1.51,-1.0
2,14.08,23.25,1.51,157.0
3,14.08,23.25,1.51,143.0
4,14.08,23.25,1.51,-1.0
5,14.08,23.25,1.51,190.0
6,14.08,23.25,1.51,-1.0
7,14.08,23.25,1.51,95.0
8,14.08,23.25,1.51,-1.0
1,14.6,24.13,1.08,-1.0
2,14.6,24.13,1.08,157.0
3,14.6,24.13,1.08,145.0
4,14.6,24.13,1.08,184.0
5,14.6,24.13,1.08,192.0
6,14.6,24.13,1.08,-1.0
7,14.6,24.13,1.08,91.0
8,14.6,24.13,1.08,-1.0
1,17.81,21.18,0.78,-1.0
2,17.81,21.18,0.78,157.0
3,17.81,21.18,0.78,144.0
4,17.81,21.18,0.78,-1.0
5,17.81,21.18,0.78,194.0
6,17.81,21.18,0.78,-1.0
7,17.81,21.18,0.78,89.0
8,17.81,21.18,0.78,-1.0
1,15.7,24.6,1.94,-1.0
2,15.7,24.6,1.94,-1.0
3,15.7,24.6,1.94,146.0
4,15.7,24.6,1.94,184.0
5,15.7,24.6,1.94,194.0
6,15.7,24.6,1.94,85.0
7,15.7,24.6,1.94,-1.0
8,15.7,24.6,1.94,-1.0
1,21.19,19.04,0.63,-1.0
2,21.19,19.04,0.63,152.0
3,21.19,19.04,0.63,141.0
4,21.19,19.04,0.63,185.0
5,21.19,19.04,0.63,-1.0
6,21.19,19.04,0.63,-1.0
7,21.19,19.04,0.63,88.0
8,21.19,19.04,0.63,-1.0
1,21.47,20.11,0.48,-1.0
2,21.47,20.11,0.48,155.0
3,21.47,20.11,0.48,143.0
4,21.47,20.11,0.48,183.0
5,21.47,20.11,0.48,191.0
6,21.47,20.11,0.48,-1.0
7,21.47,20.11,0.48,88.0
8,21.47,20.11,0.48,-1.0
1,21.19,21.34,0.95,-1.0
2,21.19,21.34,0.95,154.0
3,21.19,21.34,0.95,143.0
4,21.19,21.34,0.95,185.0
5,21.19,21.34,0.95,186.0
6,21.19,21.34,0.95,-1.0
7,21.19,21.34,0.95,90.0
8,21.19,21.34,0.95,-1.0
1,20.13,23.81,1.26,-1.0
2,20.13,23.81,1.26,153.0
3,20.13,23.81,1.26,-1.0
4,20.13,23.81,1.26,183.0
5,20.13,23.81,1.26,189.0
6,20.13,23.81,1.26,-1.0
7,20.13,23.81,1.26,79.0
8,20.13,23.81,1.26,-1.0
1,23.95,21.95,0.53,-1.0
2,23.95,21.95,0.53,-1.0
3,23.95,21.95,0.53,132.0
4,23.95,21.95,0.53,-1.0
5,23.95,21.95,0.53,-1.0
6,23.95,21.95,0.53,-1.0
7,23.95,21.95,0.53,-1.0
8,23.95,21.95,0.53,-1.0
1,19.83,22.43,0.71,-1.0
2,19.83,22.43,0.71,149.0
3,19.83,22.43,0.71,138.0
4,19.83,22.43,0.71,181.0
5,19.83,22.43,0.71,-1.0
6,19.83,22.43,0.71,-1.0
7,19.83,22.43,0.71,80.0
8,19.83,22.43,0.71,-1.0
1,21.15,20.41,0.54,-1.0
2,21.15,20.41,0.54,149.0
3,21.15,20.41,0.54,131.0
4,21.15,20.41,0.54,180.0
5,21.15,20.41,0.54,190.0
6,21.15,20.41,0.54,-1.0
7,21.15,20.41,0.54,75.0
8,21.15,20.41,0.54,-1.0
1,23.54,21.73,0.44,-1.0
2,23.54,21.73,0.44,150.0
3,23.54,21.73,0.44,134.0
4,23.54,21.73,0.44,181.0
5,23.54,21.73,0.44,193.0
6,23.54,21.73,0.44,-1.0
7,23.54,21.73,0.44,85.0
8,23.54,21.73,0.44,-1.0
1,21.86,24.19,0.29,-1.0
2,21.86,24.19,0.29,-1.0
3,21.86,24.19,0.29,-1.0
4,21.86,24.19,0.29,-1.0
5,21.86,24.19,0.29,-1.0
6,21.86,24.19,0.29,-1.0
7,21.86,24.19,0.29,-1.0
8,21.86,24.19,0.29,-1.0
1,24.08,23.06,-0.19,-1.0
2,24.08,23.06,-0.19,-1.0
3,24.08,23.06,-0.19,-1.0
4,24.08,23.06,-0.19,-1.0
5,24.08,23.06,-0.19,-1.0
6,24.08,23.06,-0.19,-1.0
7,24.08,23.06,-0.19,79.0
8,24.08,23.06,-0.19,-1.0
1,21.88,24.17,-0.28,-1.0
2,21.88,24.17,-0.28,150.0
3,21.88,24.17,-0.28,136.0
4,21.88,24.17,-0.28,181.0
5,21.88,24.17,-0.28,187.0
6,21.88,24.17,-0.28,78.0
7,21.88,24.17,-0.28,82.0
8,21.88,24.17,-0.28,-1.0
1,22.38,23.8,0.1,-1.0
2,22.38,23.8,0.1,145.0
3,22.38,23.8,0.1,131.0
4,22.38,23.8,0.1,-1.0
5,22.38,23.8,0.1,189.0
6,22.38,23.8,0.1,-1.0
7,22.38,23.8,0.1,79.0
8,22.38,23.8,0.1,-1.0
1,21.6,23.29,0.0,-1.0
2,21.6,23.29,0.0,149.0
3,21.6,23.29,0.0,133.0
4,21.6,23.29,0.0,183.0
5,21.6,23.29,0.0,190.0
6,21.6,23.29,0.0,-1.0
7,21.6,23.29,0.0,83.0
8,21.6,23.29,0.0,-1.0
1,24.64,19.14,-0.13,-1.0
2,24.64,19.14,-0.13,148.0
3,24.64,19.14,-0.13,134.0
4,24.64,19.14,-0.13,181.0
5,24.64,19.14,-0.13,190.0
6,24.64,19.14,-0.13,-1.0
7,24.64,19.14,-0.13,82.0
8,24.64,19.14,-0.13,-1.0
1,20.0,22.92,-0.56,-1.0
2,20.0,22.92,-0.56,-1.0
3,20.0,22.92,-0.56,135.0
4,20.0,22.92,-0.56,-1.0
5,20.0,22.92,-0.56,187.0
6,20.0,22.92,-0.56,-1.0
7,20.0,22.92,-0.56,82.0
8,20.0,22.92,-0.56,-1.0
1,21.44,19.23,-0.46,-1.0
2,21.44,19.23,-0.46,-1.0
3,21.44,19.23,-0.46,135.0
4,21.44,19.23,-0.46,181.0
5,21.44,19.23,-0.46,182.0
6,21.44,19.23,-0.46,-1.0
7,21.44,19.23,-0.46,80.0
8,21.44,19.23,-0.46,-1.0
1,22.1,18.35,-1.9,-1.0
2,22.1,18.35,-1.9,144.0
3,22.1,18.35,-1.9,137.0
4,22.1,18.35,-1.9,180.0
5,22.1,18.35,-1.9,185.0
6,22.1,18.35,-1.9,-1.0
7,22.1,18.35,-1.9,85.0
8,22.1,18.35,-1.9,-1.0
1,22.96,17.84,-1.77,-1.0
2,22.96,17.84,-1.77,144.0
3,22.96,17.84,-1.77,135.0
4,22.96,17.84,-1.77,-1.0
5,22.96,17.84,-1.77,187.0
6,22.96,17.84,-1.77,-1.0
7,22.96,17.84,-1.77,82.0
8,22.96,17.84,-1.77,-1.0
1,24.57,17.86,-1.48,-1.0
2,24.57,17.86,-1.48,146.0
3,24.57,17.86,-1.48,134.0
4,24.57,17.86,-1.48,178.0
5,24.57,17.86,-1.48,189.0
6,24.57,17.86,-1.48,-1.0
7,24.57,17.86,-1.48,83.0
